time_s,PAPER_OVL1_S_A_PU,PAPER_OVL1_S_B_PU,PAPER_OVL1_S_MAX_PU,PAPER_OVL1_EFFECTIVE_CAPACITY_PU,PAPER_OVL1_LOADING_INDEX_EQ,PAPER_OVL1_ABOVE_THRESHOLD,PAPER_OVL1_TIMER_OR_CURVE_STATE,PAPER_OVL1_TRIP_REQUEST,PAPER_OVL1_BRK_CMD,PAPER_OVL1_BRK_STATE,PAPER_OVL1_TRIP_EVENT_VALID,PAPER_OVL1_FIRST_TRIP_TIME_S,PAPER_OVL1_RELAY_ENABLE
0.1,0.1654164616561,0.00041503337945807,0.1654164616561,7.87288399,0.021010910597211,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.11,0.20233649340826,0.00050600414858236,0.20233649340826,7.87288399,0.025700428669502,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.12,0.22588791386853,0.00056289917789229,0.22588791386853,7.87288399,0.028691889040338,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.13,0.24027322522828,0.00059743890328012,0.24027322522828,7.87288399,0.030519086212051,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.14,0.24896188338109,0.00061842476427982,0.24896188338109,7.87288399,0.031622704424112,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.15,0.25424091688753,0.000631101713093,0.25424091688753,7.87288399,0.032293238057421,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.16,0.25744114660695,0.00063880152883837,0.25744114660695,7.87288399,0.03269972565758,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.17,0.25937678877301,0.00064348046840429,0.25937678877301,7.87288399,0.032945587551203,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.18,0.26054693835349,0.00064626519026956,0.26054693835349,7.87288399,0.033094217911052,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.19,0.26125350128075,0.0006480018824375,0.26125350128075,7.87288399,0.033183964302356,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.2,0.26167894892434,0.00064900439200403,0.26167894892434,7.87288399,0.033238003920383,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.21,0.26193037663308,0.00064962253117596,0.26193037663308,7.87288399,0.033269939829646,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.22,0.26208501720935,0.00065000611549636,0.26208501720935,7.87288399,0.033289582006066,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.23,0.26217010087693,0.00065019407887112,0.26217010087693,7.87288399,0.0333003891852,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.24,0.26222324483104,0.00065035225157335,0.26222324483104,7.87288399,0.033307139437608,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.25,0.26225280848737,0.00065040461824883,0.26225280848737,7.87288399,0.033310894561698,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.26,0.26226588394871,0.0006504507622515,0.26226588394871,7.87288399,0.033312555384003,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.27,0.26227836475482,0.00065048705922014,0.26227836475482,7.87288399,0.033314140674239,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.28,0.26227895053008,0.00065047495263386,0.26227895053008,7.87288399,0.033314215078391,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.29,0.2622831166093,0.00065050919727959,0.2622831166093,7.87288399,0.033314744246511,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.3,0.26228477721432,0.00065049468215331,0.26228477721432,7.87288399,0.033314955173666,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.31,0.26228311478634,0.00065050236368668,0.26228311478634,7.87288399,0.033314744014961,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.32,0.26228807180898,0.00065051701284682,0.26228807180898,7.87288399,0.033315373647335,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.33,0.26228617643864,0.0006504985298011,0.26228617643864,7.87288399,0.033315132900699,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.34,0.26228991059916,0.00065052705553682,0.26228991059916,7.87288399,0.033315607207259,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.35,0.2622927635364,0.00065051518053347,0.2622927635364,7.87288399,0.033315969582374,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.36,0.26229317148271,0.00065052455863088,0.26229317148271,7.87288399,0.033316021399003,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.37,0.26229985177139,0.00065054169131242,0.26229985177139,7.87288399,0.033316869917626,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.38,0.26230034599573,0.00065052828356289,0.26230034599573,7.87288399,0.03331693269314,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.39,0.26230576456518,0.00065055773861861,0.26230576456518,7.87288399,0.033317620950386,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.4,0.2623103600219,0.0006505503859664,0.2623103600219,7.87288399,0.033318204657287,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.41,0.26153830367137,0.0006505378796587,0.26153830367137,7.87288399,0.033220139405531,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.42,0.26169261330837,0.0006500219529552,0.26169261330837,7.87288399,0.033239739546623,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.43,0.26156999132718,0.0006495397417262,0.26156999132718,7.87288399,0.033224164316332,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.44,0.26150338930309,0.0006492201890983,0.26150338930309,7.87288399,0.033215704643336,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.45,0.26145538936294,0.0006489774016888,0.26145538936294,7.87288399,0.033209607774614,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.46,0.26141459749679,0.00064881978277825,0.26141459749679,7.87288399,0.033204426462886,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.47,0.26138663348306,0.00064872191061974,0.26138663348306,7.87288399,0.03320087452261,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.48,0.26135720291999,0.00064862873447724,0.26135720291999,7.87288399,0.033197136303795,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.49,0.26133522803148,0.00064859174925559,0.26133522803148,7.87288399,0.033194345091764,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.5,0.26131514194256,0.00064853697012175,0.26131514194256,7.87288399,0.033191793791764,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.51,0.26154233371815,0.00069232975377305,0.26154233371815,7.87288399,0.033220651295047,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.52,0.26168518263115,0.00087474427315637,0.26168518263115,7.87288399,0.033238795714955,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.53,0.26176200105984,0.0010149874922927,0.26176200105984,7.87288399,0.033248553057853,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.54,0.26180604602552,0.0011067301993227,0.26180604602552,7.87288399,0.033254147572612,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.55,0.26182768396881,0.0011641853876561,0.26182768396881,7.87288399,0.033256895986449,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.56,0.26183349469781,0.0011995243893353,0.26183349469781,7.87288399,0.033257634055118,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.57,0.26183653484446,0.001221186322957,0.26183653484446,7.87288399,0.033258020209245,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.58,0.26183001694923,0.0012343204691315,0.26183001694923,7.87288399,0.033257192317555,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.59,0.2618245929773,0.0012423227588004,0.2618245929773,7.87288399,0.033256503374096,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.6,0.26181731314005,0.0012471520950492,0.26181731314005,7.87288399,0.033255578701858,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.61,0.26180655737785,0.001250062881961,0.26180655737785,7.87288399,0.033254212523694,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.62,0.26179649607912,0.0012518154978235,0.26179649607912,7.87288399,0.033252934555069,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.63,0.26177731104162,0.0012528180139775,0.26177731104162,7.87288399,0.03325049770505,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.64,0.2617585972433,0.001253408324897,0.2617585972433,7.87288399,0.03324812071101,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.65,0.2617390937701,0.0012537227217885,0.2617390937701,7.87288399,0.033245643413843,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.66,0.26171873360321,0.0012538771054281,0.26171873360321,7.87288399,0.033243057300939,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.67,0.26170352906886,0.0012539632441845,0.26170352906886,7.87288399,0.033241126047491,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.68,0.26168293821833,0.001253954875839,0.26168293821833,7.87288399,0.033238510633552,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.69,0.26166147726652,0.0012539216382985,0.26166147726652,7.87288399,0.033235784700864,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.7,0.26163455353492,0.0012538411444193,0.26163455353492,7.87288399,0.033232364895411,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.71,0.26096118259211,0.0012510937552972,0.26096118259211,7.87288399,0.03314683449211,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.72,0.26204850951093,0.0012550829370248,0.26204850951093,7.87288399,0.033284944861855,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.73,0.2620244239563,0.0012555815483756,0.2620244239563,7.87288399,0.033281885556693,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.74,0.26191362189961,0.0012550161610964,0.26191362189961,7.87288399,0.033267811672607,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.75,0.26195459080623,0.0012551552592243,0.26195459080623,7.87288399,0.033273015471708,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.76,0.26193987675481,0.0012551506106395,0.26193987675481,7.87288399,0.033271146518547,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.77,0.2619360297982,0.0012551354670713,0.2619360297982,7.87288399,0.033270657884824,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.78,0.26193216964097,0.001255130541418,0.26193216964097,7.87288399,0.033270167574383,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.79,0.26193904901672,0.001255163770024,0.26193904901672,7.87288399,0.033271041380697,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.8,0.26193332020297,0.0012551493013274,0.26193332020297,7.87288399,0.033270313716761,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.81,0.26193948386651,0.0012551738491557,0.26193948386651,7.87288399,0.03327109661456,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.82,0.26193848573619,0.0012551767654643,0.26193848573619,7.87288399,0.033270969833787,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.83,0.26194006610134,0.0012551846819936,0.26194006610134,7.87288399,0.033271170569013,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.84,0.26194177809295,0.00125518885491,0.26194177809295,7.87288399,0.033271388023202,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.85,0.26194080509656,0.001255193137445,0.26194080509656,7.87288399,0.033271264434897,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.86,0.26194054676238,0.001255183811111,0.26194054676238,7.87288399,0.03327123162174,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.87,0.26193769766595,0.0012551752025919,0.26193769766595,7.87288399,0.033270869734479,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.88,0.2619386677091,0.0012551785753291,0.2619386677091,7.87288399,0.033270992947669,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.89,0.26193462896569,0.0012551542912877,0.26193462896569,7.87288399,0.033270479953521,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.9,0.2619333419046,0.0012551561106316,0.2619333419046,7.87288399,0.033270316473265,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.91,0.26192837518862,0.0012551239544274,0.26192837518862,7.87288399,0.03326968560966,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.92,0.26192338442043,0.0012551041253044,0.26192338442043,7.87288399,0.033269051690984,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.93,0.26191868263827,0.001255082651264,0.26191868263827,7.87288399,0.033268454478811,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.94,0.26190996927657,0.0012550341739487,0.26190996927657,7.87288399,0.033267347722797,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.95,0.26190443647973,0.00125501666655,0.26190443647973,7.87288399,0.033266644956587,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.96,0.26189436902462,0.0012549601511079,0.26189436902462,7.87288399,0.033265366205989,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.97,0.26188538361845,0.001254921230922,0.26188538361845,7.87288399,0.033264224895361,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.98,0.26187587103577,0.001254877223522,0.26187587103577,7.87288399,0.033263016623692,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
0.99,0.26186315560565,0.0012548090768547,0.26186315560565,7.87288399,0.033261401531925,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.0,0.26185320600706,0.0012547708601619,0.26185320600706,7.87288399,0.033260137751256,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.01,0.26199199516939,0.0012554620902983,0.26199199516939,7.87288399,0.033277766508712,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.02,0.26214001637297,0.0012561457815962,0.26214001637297,7.87288399,0.033296567903952,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.03,0.26224235392444,0.001256608378576,0.26224235392444,7.87288399,0.03330956664134,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.04,0.26230974637761,0.0012569084317153,0.26230974637761,7.87288399,0.03331812671326,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.05,0.26235405504623,0.001257115723106,0.26235405504623,7.87288399,0.033323754723106,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.06,0.26238123457616,0.001257233893884,0.26238123457616,7.87288399,0.033327207019617,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.07,0.26240004564791,0.0012573202761261,0.26240004564791,7.87288399,0.033329596369158,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.08,0.26241388326449,0.0012573846674751,0.26241388326449,7.87288399,0.033331353999094,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.09,0.26241986706662,0.0012574052988254,0.26241986706662,7.87288399,0.033332114051209,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.1,0.26242510571831,0.0012574342993896,0.26242510571831,7.87288399,0.033332779455615,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.11,0.262424729069,0.0012574254703438,0.262424729069,7.87288399,0.033332731614276,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.12,0.26242199383555,0.0012574127362606,0.26242199383555,7.87288399,0.033332384189691,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.13,0.26241821517813,0.001257395311813,0.26241821517813,7.87288399,0.033331904231213,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.14,0.26240945165447,0.0012573469550511,0.26240945165447,7.87288399,0.033330791103715,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.15,0.26240140963959,0.0012573136659634,0.26240140963959,7.87288399,0.033329769621003,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.16,0.26238937981871,0.0012572499105481,0.26238937981871,7.87288399,0.033328241614127,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.17,0.26237585861182,0.0012571862218459,0.26237585861182,7.87288399,0.033326524173998,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.18,0.26236183323604,0.0012571201613704,0.26236183323604,7.87288399,0.033324742695217,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.19,0.26234350231829,0.0012570265714885,0.26234350231829,7.87288399,0.033322414334,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.2,0.26232605709391,0.0012569486244439,0.26232605709391,7.87288399,0.033320198472011,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.21,0.26228802931623,0.0012567892574001,0.26228802931623,7.87288399,0.033315368249981,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.22,0.26222009144872,0.0012565711214875,0.26222009144872,7.87288399,0.033306738900482,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.23,0.26223305304811,0.0012566413264402,0.26223305304811,7.87288399,0.033308385260242,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.24,0.26224445791349,0.0012566781987978,0.26224445791349,7.87288399,0.033309833886361,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.25,0.26225447716824,0.001256721040402,0.26225447716824,7.87288399,0.033311106514633,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.26,0.26226311029729,0.0012567500032798,0.26226311029729,7.87288399,0.033312203079636,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.27,0.26227039624156,0.0012567789411328,0.26227039624156,7.87288399,0.033313128527575,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.28,0.262277268118,0.0012568050238012,0.262277268118,7.87288399,0.033314001381341,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.29,0.26228032074759,0.0012568059117569,0.26228032074759,7.87288399,0.03331438912103,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.3,0.26228340033517,0.001256818173742,0.26228340033517,7.87288399,0.033314780284876,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.31,0.26228356515272,0.0012568063547119,0.26228356515272,7.87288399,0.033314801219715,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.32,0.26228230964413,0.0012567945038131,0.26228230964413,7.87288399,0.033314641747201,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.33,0.26228064032902,0.0012567810861993,0.26228064032902,7.87288399,0.033314429713706,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.34,0.26227585016224,0.0012567468144646,0.26227585016224,7.87288399,0.033313821275072,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.35,0.262271956569,0.0012567273222766,0.262271956569,7.87288399,0.033313326717646,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.36,0.26226572748726,0.0012566874608376,0.26226572748726,7.87288399,0.033312535510543,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.37,0.26225901541274,0.0012566514805634,0.26225901541274,7.87288399,0.033311682954538,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.38,0.2622527419057,0.0012566183807493,0.2622527419057,7.87288399,0.033310886104611,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.39,0.26224417329671,0.0012565686809426,0.26224417329671,7.87288399,0.033309797734833,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.4,0.26223721805962,0.0012565368329175,0.26223721805962,7.87288399,0.033308914292743,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.41,0.2622293046113,0.0012564913096769,0.2622293046113,7.87288399,0.033307909140333,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.42,0.26222157931482,0.0012564530228519,0.26222157931482,7.87288399,0.03330692788664,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.43,0.26221534173518,0.0012564223191363,0.26221534173518,7.87288399,0.033306135600148,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.44,0.26220785140232,0.0012563803327895,0.26220785140232,7.87288399,0.033305184191126,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.45,0.26220276671455,0.0012563591579008,0.26220276671455,7.87288399,0.03330453834295,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.46,0.26219740931746,0.001256328135635,0.26219740931746,7.87288399,0.03330385785571,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.47,0.26219295785873,0.0012563073815229,0.26219295785873,7.87288399,0.033303292439182,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.48,0.26219081771042,0.0012562978724665,0.26219081771042,7.87288399,0.033303020601276,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.49,0.26218823320907,0.0012562811967559,0.26218823320907,7.87288399,0.033302692322419,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.5,0.26218854531811,0.0012562871405051,0.26218854531811,7.87288399,0.033302731965966,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.51,0.26186212954139,0.0012546806478693,0.26186212954139,7.87288399,0.033261271203031,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.52,0.26146966687968,0.0012528242582987,0.26146966687968,7.87288399,0.033211421279902,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.53,0.26116040339145,0.0012513447738379,0.26116040339145,7.87288399,0.03317213917075,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.54,0.26087689316271,0.0012499921436657,0.26087689316271,7.87288399,0.033136128195725,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.55,0.26062346617434,0.0012487791064828,0.26062346617434,7.87288399,0.033103938341449,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.56,0.26038695200477,0.0012476367382528,0.26038695200477,7.87288399,0.033073896723933,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.57,0.26016169399177,0.0012465523937006,0.26016169399177,7.87288399,0.033045284843803,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.58,0.25994462675227,0.001245506402502,0.25994462675227,7.87288399,0.033017713341444,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.59,0.25973004416026,0.001244467479593,0.25973004416026,7.87288399,0.032990457434679,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.6,0.25951940015567,0.0012434544965818,0.25951940015567,7.87288399,0.032963701800422,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.61,0.25931001204316,0.0012424396059162,0.25931001204316,7.87288399,0.032937105687387,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.62,0.25910241350158,0.0012414378529619,0.25910241350158,7.87288399,0.032910736882531,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.63,0.25889685411815,0.001240445343986,0.25889685411815,7.87288399,0.032884627087989,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.64,0.25869064539221,0.0012394453251854,0.25869064539221,7.87288399,0.032858434815094,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.65,0.25848678600099,0.0012384638114938,0.25848678600099,7.87288399,0.032832540950599,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.66,0.25828353432302,0.001237477146,0.25828353432302,7.87288399,0.032806724276781,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.67,0.25808056186636,0.001236496805813,0.25808056186636,7.87288399,0.032780943069169,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.68,0.25787917697264,0.0012355229080419,0.25787917697264,7.87288399,0.032755363511033,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.69,0.25767702517507,0.0012345408449697,0.25767702517507,7.87288399,0.032729686542106,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.7,0.25747632983407,0.0012335727511642,0.25747632983407,7.87288399,0.032704194569755,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.71,0.25727723723679,0.0012326033107079,0.25727723723679,7.87288399,0.032678906175117,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.72,0.25708011809983,0.00123164120124,0.25708011809983,7.87288399,0.032653868445968,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.73,0.2568769479573,0.0012306726013956,0.2568769479573,7.87288399,0.032628062128641,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.74,0.25673724595987,0.0012299861790931,0.25673724595987,7.87288399,0.032610317424463,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.75,0.2566649590805,0.0012296282204345,0.2566649590805,7.87288399,0.032601135671059,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
1.76,0.25663125721831,0.00122945146013,0.25663125721831,7.87288399,0.032596854919275,0.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0
