channel_name,xml_component_id,inf_pgb,out_file,data_column,sample_count,first_time_s,last_time_s,time_axis_status,mapping_status
Q_34,1417221192,320,3IBR_DFIG1_TRIAL_32.out,10,2001,0.0,20.0,pass,pass
Wang_35,1172195462,382,3IBR_DFIG1_TRIAL_39.out,2,2001,0.0,20.0,pass,pass
Wpu_35,497514933,381,3IBR_DFIG1_TRIAL_39.out,1,2001,0.0,20.0,pass,pass
Ef_35,595897499,380,3IBR_DFIG1_TRIAL_38.out,10,2001,0.0,20.0,pass,pass
If_35,595635355,379,3IBR_DFIG1_TRIAL_38.out,9,2001,0.0,20.0,pass,pass
TE_35,1898876374,378,3IBR_DFIG1_TRIAL_38.out,8,2001,0.0,20.0,pass,pass
TM_35,1542646014,377,3IBR_DFIG1_TRIAL_38.out,7,2001,0.0,20.0,pass,pass
Vm_35,1327268770,376,3IBR_DFIG1_TRIAL_38.out,6,2001,0.0,20.0,pass,pass
P_35,149993079,375,3IBR_DFIG1_TRIAL_38.out,5,2001,0.0,20.0,pass,pass
Q_35,150058615,374,3IBR_DFIG1_TRIAL_38.out,4,2001,0.0,20.0,pass,pass
Wang_36,2086881414,373,3IBR_DFIG1_TRIAL_38.out,3,2001,0.0,20.0,pass,pass
Wpu_36,1735755339,372,3IBR_DFIG1_TRIAL_38.out,2,2001,0.0,20.0,pass,pass
Ef_36,1396026523,371,3IBR_DFIG1_TRIAL_38.out,1,2001,0.0,20.0,pass,pass
If_36,1395764379,370,3IBR_DFIG1_TRIAL_37.out,10,2001,0.0,20.0,pass,pass
TE_36,1595961898,369,3IBR_DFIG1_TRIAL_37.out,9,2001,0.0,20.0,pass,pass
TM_36,1952192258,368,3IBR_DFIG1_TRIAL_37.out,8,2001,0.0,20.0,pass,pass
Vm_36,527139746,367,3IBR_DFIG1_TRIAL_37.out,7,2001,0.0,20.0,pass,pass
P_36,1956661641,366,3IBR_DFIG1_TRIAL_37.out,6,2001,0.0,20.0,pass,pass
Q_36,1956596105,365,3IBR_DFIG1_TRIAL_37.out,5,2001,0.0,20.0,pass,pass
SPD30,76620425,121,3IBR_DFIG1_TRIAL_13.out,1,2001,0.0,20.0,pass,pass
V30,2115405417,122,3IBR_DFIG1_TRIAL_13.out,2,2001,0.0,20.0,pass,pass
P30,814604080,123,3IBR_DFIG1_TRIAL_13.out,3,2001,0.0,20.0,pass,pass
Q30,518740083,124,3IBR_DFIG1_TRIAL_13.out,4,2001,0.0,20.0,pass,pass
QIBR2,1403705382,100,3IBR_DFIG1_TRIAL_10.out,10,2001,0.0,20.0,pass,pass
PIBR3,2479722,103,3IBR_DFIG1_TRIAL_11.out,3,2001,0.0,20.0,pass,pass
QIBR3,1025846643,104,3IBR_DFIG1_TRIAL_11.out,4,2001,0.0,20.0,pass,pass
VIBR1_2,2013283288,111,3IBR_DFIG1_TRIAL_12.out,1,2001,0.0,20.0,pass,pass
PIBR1_2,862805808,113,3IBR_DFIG1_TRIAL_12.out,3,2001,0.0,20.0,pass,pass
QIBR1_2,1043010314,114,3IBR_DFIG1_TRIAL_12.out,4,2001,0.0,20.0,pass,pass
VIBR2_2,1736369162,115,3IBR_DFIG1_TRIAL_12.out,5,2001,0.0,20.0,pass,pass
PIBR2_2,1600085984,116,3IBR_DFIG1_TRIAL_12.out,6,2001,0.0,20.0,pass,pass
QIBR2_2,1405026150,117,3IBR_DFIG1_TRIAL_12.out,7,2001,0.0,20.0,pass,pass
VIBR3_2,220982143,118,3IBR_DFIG1_TRIAL_12.out,8,2001,0.0,20.0,pass,pass
PIBR3_2,1212984070,119,3IBR_DFIG1_TRIAL_12.out,9,2001,0.0,20.0,pass,pass
QIBR3_2,284190345,120,3IBR_DFIG1_TRIAL_12.out,10,2001,0.0,20.0,pass,pass
VIBR3,617389359,102,3IBR_DFIG1_TRIAL_11.out,2,2001,0.0,20.0,pass,pass
VIBR2,352110449,110,3IBR_DFIG1_TRIAL_11.out,10,2001,0.0,20.0,pass,pass
PIBR2,2037625487,108,3IBR_DFIG1_TRIAL_11.out,8,2001,0.0,20.0,pass,pass
DFIG_DBLK_CMD,510286702,211,3IBR_DFIG1_TRIAL_22.out,1,2001,0.0,20.0,pass,pass
DFIG_VWIND_MS,98290045,198,3IBR_DFIG1_TRIAL_20.out,8,2001,0.0,20.0,pass,pass
DFIG_BRK_STATE,432621999,203,3IBR_DFIG1_TRIAL_21.out,3,2001,0.0,20.0,pass,pass
DFIG_IFLT_A_KA,943129517,197,3IBR_DFIG1_TRIAL_20.out,7,2001,0.0,20.0,pass,pass
DFIG_IFLT_B_KA,1430717756,196,3IBR_DFIG1_TRIAL_20.out,6,2001,0.0,20.0,pass,pass
DFIG_IFLT_C_KA,2018870442,195,3IBR_DFIG1_TRIAL_20.out,5,2001,0.0,20.0,pass,pass
DFIG_IFLT_A_KA,1563984728,197,3IBR_DFIG1_TRIAL_20.out,7,2001,0.0,20.0,pass,pass
DFIG_LVRT_LOWV,1377154997,221,3IBR_DFIG1_TRIAL_23.out,1,2001,0.0,20.0,pass,pass
DFIG_LVRT_IMMTRIP,1514932,222,3IBR_DFIG1_TRIAL_23.out,2,2001,0.0,20.0,pass,pass
DFIG_LVRT_TIMER_S,52204636,226,3IBR_DFIG1_TRIAL_23.out,6,2001,0.0,20.0,pass,pass
DFIG_LVRT_CLEAR_BASE,660219171,220,3IBR_DFIG1_TRIAL_22.out,10,2001,0.0,20.0,pass,pass
DFIG_LVRT_VSMIN_MEM,1568953131,52,3IBR_DFIG1_TRIAL_06.out,2,2001,0.0,20.0,pass,pass
DFIG_LVRT_TALLOW_S,855700634,170,3IBR_DFIG1_TRIAL_17.out,10,2001,0.0,20.0,pass,pass
DFIG_LVRT_DURATION_EXCEEDED,1430029174,182,3IBR_DFIG1_TRIAL_19.out,2,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_REQUEST,932997196,193,3IBR_DFIG1_TRIAL_20.out,3,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_LATCH,2025602951,219,3IBR_DFIG1_TRIAL_22.out,9,2001,0.0,20.0,pass,pass
DFIG_LVRT_CLEAR,1757271943,174,3IBR_DFIG1_TRIAL_18.out,4,2001,0.0,20.0,pass,pass
DFIG_LVRT_EXISTING_BRK_CMD,1445655642,163,3IBR_DFIG1_TRIAL_17.out,3,2001,0.0,20.0,pass,pass
DFIG_LVRT_FINAL_BRK_CMD,229635092,151,3IBR_DFIG1_TRIAL_16.out,1,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_CAUSE_IMM_LATCH,688400342,94,3IBR_DFIG1_TRIAL_10.out,4,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_CAUSE_DURATION_LATCH,1906095098,92,3IBR_DFIG1_TRIAL_10.out,2,2001,0.0,20.0,pass,pass
DFIG_LVRT_ORIGINAL_CMD_OPEN_BOOL,1079396455,155,3IBR_DFIG1_TRIAL_16.out,5,2001,0.0,20.0,pass,pass
DFIG_LVRT_FINAL_CMD_BOOL,1749856422,154,3IBR_DFIG1_TRIAL_16.out,4,2001,0.0,20.0,pass,pass
DFIG_LVRT_BRK_OPEN_BOOL,1251750859,150,3IBR_DFIG1_TRIAL_15.out,10,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_CONFIRMED,1051031339,158,3IBR_DFIG1_TRIAL_16.out,8,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_AVAILABLE,345805582,149,3IBR_DFIG1_TRIAL_15.out,9,2001,0.0,20.0,pass,pass
DFIG_LVRT_TRIP_CAUSE_CODE,541903365,127,3IBR_DFIG1_TRIAL_13.out,7,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_EVENT_VALID,810673841,157,3IBR_DFIG1_TRIAL_16.out,7,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_EVENT_CAUSE_CODE,2111023746,128,3IBR_DFIG1_TRIAL_13.out,8,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_EVENT_BRK_OPEN,288637322,144,3IBR_DFIG1_TRIAL_15.out,4,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_SOURCE_AVAILABLE,537095251,152,3IBR_DFIG1_TRIAL_16.out,2,2001,0.0,20.0,pass,pass
DFIG_LVRT_CASCADE_FIRST_EVENT_TIME_S,2133635045,96,3IBR_DFIG1_TRIAL_10.out,6,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_ANY_TRIP,1682633210,161,3IBR_DFIG1_TRIAL_17.out,1,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_ANY_BRK_OPEN,1448433561,142,3IBR_DFIG1_TRIAL_15.out,2,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_AVAILABLE_SOURCE_COUNT,568013308,153,3IBR_DFIG1_TRIAL_16.out,3,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_FIRST_EVENT_TIME_S,935760742,129,3IBR_DFIG1_TRIAL_13.out,9,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_CAUSE_CODE_DFIG1,453162503,130,3IBR_DFIG1_TRIAL_13.out,10,2001,0.0,20.0,pass,pass
IBR2_TRIAL_BRK_CMD,1980377912,194,3IBR_DFIG1_TRIAL_20.out,4,2001,0.0,20.0,pass,pass
IBR2_TRIAL_BRK_STATE,697328006,141,3IBR_DFIG1_TRIAL_15.out,1,2001,0.0,20.0,pass,pass
IBR2_TRIAL_BRK_OPEN_BOOL,1599230309,139,3IBR_DFIG1_TRIAL_14.out,9,2001,0.0,20.0,pass,pass
IBR2_TRIAL_SOURCE_AVAILABLE,1316801807,137,3IBR_DFIG1_TRIAL_14.out,7,2001,0.0,20.0,pass,pass
IBR2_TRIAL_CASCADE_EVENT_VALID,1333729966,134,3IBR_DFIG1_TRIAL_14.out,4,2001,0.0,20.0,pass,pass
IBR2_TRIAL_CASCADE_EVENT_CAUSE_CODE,1594462443,132,3IBR_DFIG1_TRIAL_14.out,2,2001,0.0,20.0,pass,pass
IBR2_TRIAL_CASCADE_EVENT_BRK_OPEN,530921801,136,3IBR_DFIG1_TRIAL_14.out,6,2001,0.0,20.0,pass,pass
IBR2_TRIAL_CASCADE_SOURCE_AVAILABLE,1133397423,135,3IBR_DFIG1_TRIAL_14.out,5,2001,0.0,20.0,pass,pass
IBR2_TRIAL_CASCADE_FIRST_EVENT_TIME_S,1246653803,185,3IBR_DFIG1_TRIAL_19.out,5,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_CAUSE_CODE_IBR2_TRIAL,678128319,131,3IBR_DFIG1_TRIAL_14.out,1,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_EVENTED_SOURCE_COUNT,308169611,133,3IBR_DFIG1_TRIAL_14.out,3,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_FIRST_EVENT_SOURCE_CODE,1084056130,125,3IBR_DFIG1_TRIAL_13.out,5,2001,0.0,20.0,pass,pass
IBR2_TRIAL_TEST_ENABLE,439646965,95,3IBR_DFIG1_TRIAL_10.out,5,2001,0.0,20.0,pass,pass
IBR2_TRIAL_TEST_OPEN_TIME_S,1732298783,93,3IBR_DFIG1_TRIAL_10.out,3,2001,0.0,20.0,pass,pass
IBR2_TRIAL_TEST_TIME_REACHED,321505631,148,3IBR_DFIG1_TRIAL_15.out,8,2001,0.0,20.0,pass,pass
IBR2_TRIAL_TEST_OPEN_REQUEST,1966392858,145,3IBR_DFIG1_TRIAL_15.out,5,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_BOTH_EVENTS_RECORDED,1437590940,147,3IBR_DFIG1_TRIAL_15.out,7,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_SECOND_EVENT_TIME_S,1678189062,143,3IBR_DFIG1_TRIAL_15.out,3,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_EVENT_TIME_GAP_S,1235803054,140,3IBR_DFIG1_TRIAL_14.out,10,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_EVENT_SEQUENCE_CODE,1744957183,146,3IBR_DFIG1_TRIAL_15.out,6,2001,0.0,20.0,pass,pass
CASCADE_MONITOR_CHRONOLOGY_CONSISTENT,751586832,138,3IBR_DFIG1_TRIAL_14.out,8,2001,0.0,20.0,pass,pass
IBR3_TRIAL_BRK_CMD,314179139,173,3IBR_DFIG1_TRIAL_18.out,3,2001,0.0,20.0,pass,pass
IBR3_TRIAL_BRK_STATE,1742096436,171,3IBR_DFIG1_TRIAL_18.out,1,2001,0.0,20.0,pass,pass
IBR3_TRIAL_BRK_OPEN_BOOL,413580736,169,3IBR_DFIG1_TRIAL_17.out,9,2001,0.0,20.0,pass,pass
IBR3_TRIAL_SOURCE_AVAILABLE,188107961,167,3IBR_DFIG1_TRIAL_17.out,7,2001,0.0,20.0,pass,pass
IBR3_TRIAL_CASCADE_EVENT_VALID,2104873241,184,3IBR_DFIG1_TRIAL_19.out,4,2001,0.0,20.0,pass,pass
IBR3_TRIAL_TEST_OPEN_REQUEST,336217680,187,3IBR_DFIG1_TRIAL_19.out,7,2001,0.0,20.0,pass,pass
IBR3_TRIAL_TEST_OPEN_TIME_S,102391943,189,3IBR_DFIG1_TRIAL_19.out,9,2001,0.0,20.0,pass,pass
IBR3_TRIAL_TEST_ENABLE,330042602,191,3IBR_DFIG1_TRIAL_20.out,1,2001,0.0,20.0,pass,pass
IBR3_TRIAL_CASCADE_FIRST_EVENT_TIME_S,628630160,175,3IBR_DFIG1_TRIAL_18.out,5,2001,0.0,20.0,pass,pass
IBR3_TRIAL_CASCADE_SOURCE_AVAILABLE,1137895653,177,3IBR_DFIG1_TRIAL_18.out,7,2001,0.0,20.0,pass,pass
IBR3_TRIAL_CASCADE_EVENT_BRK_OPEN,1649394846,179,3IBR_DFIG1_TRIAL_18.out,9,2001,0.0,20.0,pass,pass
IBR3_TRIAL_CASCADE_EVENT_CAUSE_CODE,704454136,181,3IBR_DFIG1_TRIAL_19.out,1,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_FIRST_EVENT_TIME_S,1118719820,183,3IBR_DFIG1_TRIAL_19.out,3,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_FIRST_EVENT_SOURCE_CODE,958692305,180,3IBR_DFIG1_TRIAL_18.out,10,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_CAUSE_CODE_DFIG1,387683866,178,3IBR_DFIG1_TRIAL_18.out,8,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_CAUSE_CODE_IBR2_TRIAL,965748339,176,3IBR_DFIG1_TRIAL_18.out,6,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_ANY_TRIP,252560986,192,3IBR_DFIG1_TRIAL_20.out,2,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_ANY_BRK_OPEN,1668540437,190,3IBR_DFIG1_TRIAL_19.out,10,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_AVAILABLE_SOURCE_COUNT,1549846141,188,3IBR_DFIG1_TRIAL_19.out,8,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_EVENTED_SOURCE_COUNT,1593702461,186,3IBR_DFIG1_TRIAL_19.out,6,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_CAUSE_CODE_IBR3_TRIAL,357971772,172,3IBR_DFIG1_TRIAL_18.out,2,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_TIMED_EVENT_SOURCE_COUNT,678065703,168,3IBR_DFIG1_TRIAL_17.out,8,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_SECOND_EVENT_TIME_S,694779509,166,3IBR_DFIG1_TRIAL_17.out,6,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_THIRD_EVENT_TIME_S,996919888,165,3IBR_DFIG1_TRIAL_17.out,5,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_FIRST_TO_SECOND_GAP_S,705384293,164,3IBR_DFIG1_TRIAL_17.out,4,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_SECOND_TO_THIRD_GAP_S,171176579,162,3IBR_DFIG1_TRIAL_17.out,2,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_CHRONOLOGY_FIRST_SOURCE_CODE,1291362722,160,3IBR_DFIG1_TRIAL_16.out,10,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_EVENT_ORDER_CLASS_CODE,743389278,159,3IBR_DFIG1_TRIAL_16.out,9,2001,0.0,20.0,pass,pass
CASCADE3_MONITOR_CHRONOLOGY_CONSISTENT,949620494,156,3IBR_DFIG1_TRIAL_16.out,6,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_DFIG_V,341215590,107,3IBR_DFIG1_TRIAL_11.out,7,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_DFIG_P,259576720,109,3IBR_DFIG1_TRIAL_11.out,9,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_DFIG_Q,1673326269,112,3IBR_DFIG1_TRIAL_12.out,2,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR2_V,135761766,106,3IBR_DFIG1_TRIAL_11.out,6,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR2_P,1901789474,105,3IBR_DFIG1_TRIAL_11.out,5,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR2_Q,17446706,97,3IBR_DFIG1_TRIAL_10.out,7,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR3_V,1324708704,98,3IBR_DFIG1_TRIAL_10.out,8,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR3_P,1936644910,99,3IBR_DFIG1_TRIAL_10.out,9,2001,0.0,20.0,pass,pass
CASCADE3_ELEC_IBR3_Q,1021145018,101,3IBR_DFIG1_TRIAL_11.out,1,2001,0.0,20.0,pass,pass
E_16_19_1_A_P,1999862043,56,3IBR_DFIG1_TRIAL_06.out,6,2001,0.0,20.0,pass,pass
E_16_19_1_B_P,292593853,57,3IBR_DFIG1_TRIAL_06.out,7,2001,0.0,20.0,pass,pass
E_16_19_1_B_Q,230015453,59,3IBR_DFIG1_TRIAL_06.out,9,2001,0.0,20.0,pass,pass
E_16_19_1_A_Q,581534372,58,3IBR_DFIG1_TRIAL_06.out,8,2001,0.0,20.0,pass,pass
E_16_19_1_B_I,1022831344,63,3IBR_DFIG1_TRIAL_07.out,3,2001,0.0,20.0,pass,pass
E_16_19_1_A_I,318527216,61,3IBR_DFIG1_TRIAL_07.out,1,2001,0.0,20.0,pass,pass
E_2_25_1_A_I,1674315766,256,3IBR_DFIG1_TRIAL_26.out,6,2001,0.0,20.0,pass,pass
E_2_25_1_B_I,301247045,254,3IBR_DFIG1_TRIAL_26.out,4,2001,0.0,20.0,pass,pass
E_2_25_1_A_Q,1418134308,264,3IBR_DFIG1_TRIAL_27.out,4,2001,0.0,20.0,pass,pass
E_2_25_1_B_Q,928750945,262,3IBR_DFIG1_TRIAL_27.out,2,2001,0.0,20.0,pass,pass
E_2_25_1_B_P,780598056,269,3IBR_DFIG1_TRIAL_27.out,9,2001,0.0,20.0,pass,pass
E_2_25_1_A_P,89325455,271,3IBR_DFIG1_TRIAL_28.out,1,2001,0.0,20.0,pass,pass
E_16_21_1_A_P,1641538646,77,3IBR_DFIG1_TRIAL_08.out,7,2001,0.0,20.0,pass,pass
E_16_21_1_B_P,1766007667,79,3IBR_DFIG1_TRIAL_08.out,9,2001,0.0,20.0,pass,pass
E_16_21_1_B_Q,685160439,83,3IBR_DFIG1_TRIAL_09.out,3,2001,0.0,20.0,pass,pass
E_16_21_1_A_Q,988190728,81,3IBR_DFIG1_TRIAL_09.out,1,2001,0.0,20.0,pass,pass
E_16_21_1_B_I,262525710,85,3IBR_DFIG1_TRIAL_09.out,5,2001,0.0,20.0,pass,pass
E_16_21_1_A_I,83584402,84,3IBR_DFIG1_TRIAL_09.out,4,2001,0.0,20.0,pass,pass
E_1_39_1_A_I,1319492892,66,3IBR_DFIG1_TRIAL_07.out,6,2001,0.0,20.0,pass,pass
E_1_39_1_B_I,59734218,67,3IBR_DFIG1_TRIAL_07.out,7,2001,0.0,20.0,pass,pass
E_1_39_1_A_Q,412561835,64,3IBR_DFIG1_TRIAL_07.out,4,2001,0.0,20.0,pass,pass
E_1_39_1_B_Q,1963785391,65,3IBR_DFIG1_TRIAL_07.out,5,2001,0.0,20.0,pass,pass
E_1_39_1_B_P,1632047426,62,3IBR_DFIG1_TRIAL_07.out,2,2001,0.0,20.0,pass,pass
E_1_39_1_A_P,565470920,60,3IBR_DFIG1_TRIAL_06.out,10,2001,0.0,20.0,pass,pass
E_2_3_1_A_I,1272158499,292,3IBR_DFIG1_TRIAL_30.out,2,2001,0.0,20.0,pass,pass
E_2_3_1_B_I,319536663,290,3IBR_DFIG1_TRIAL_29.out,10,2001,0.0,20.0,pass,pass
