time_s,DFIG_BRK_STATE,PAPER_OVL1_BRK_STATE,PAPER_OVL2_S_A_PU,PAPER_OVL2_S_B_PU,PAPER_OVL2_S_MAX_PU,PAPER_OVL2_EFFECTIVE_CAPACITY_PU,PAPER_OVL2_LOADING_INDEX_EQ,PAPER_OVL2_ABOVE_THRESHOLD,PAPER_OVL2_TIMER_OR_CURVE_STATE,PAPER_OVL2_TRIP_REQUEST,PAPER_OVL2_BRK_CMD,PAPER_OVL2_BRK_STATE,PAPER_OVL2_TRIP_EVENT_VALID,PAPER_OVL2_FIRST_TRIP_TIME_S,PAPER_OVL2_RELAY_ENABLE
0.1,0.0,0.0,1.2416817569805,1.3407602169745,1.3407602169745,18.2628731341,0.073414528323644,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.11,0.0,0.0,1.5337927416391,1.6298002062065,1.6298002062065,18.2628731341,0.089241172198876,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.12,0.0,0.0,1.6975084737724,1.7952982101815,1.7952982101815,18.2628731341,0.098303163855928,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.13,0.0,0.0,1.8067569239773,1.8980090242985,1.8980090242985,18.2628731341,0.10392718661307,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.14,0.0,0.0,1.8723190622226,1.9655915381189,1.9655915381189,18.2628731341,0.10762772777788,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.15,0.0,0.0,1.9077196691399,1.9993095783786,1.9993095783786,18.2628731341,0.10947398931692,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.16,0.0,0.0,1.9345856173652,2.0254076955503,2.0254076955503,18.2628731341,0.1109030151323,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.17,0.0,0.0,1.9467708788542,2.038302394598,2.038302394598,18.2628731341,0.11160907594502,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.18,0.0,0.0,1.9562756604647,2.0466069562782,2.0466069562782,18.2628731341,0.11206379966889,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.19,0.0,0.0,1.9616357420899,2.0525723432426,2.0525723432426,18.2628731341,0.112390439783,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.2,0.0,0.0,1.9641837266422,2.0545994649044,2.0545994649044,18.2628731341,0.11250143664789,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.21,0.0,0.0,1.9669409517205,2.0573970428909,2.0573970428909,18.2628731341,0.11265462053993,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.22,0.0,0.0,1.9672820864278,2.0577967403578,2.0577967403578,18.2628731341,0.11267650633325,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.23,0.0,0.0,1.9686720456418,2.0588175725463,2.0588175725463,18.2628731341,0.1127324029154,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.24,0.0,0.0,1.9687393369289,2.0592349320554,2.0592349320554,18.2628731341,0.11275525580969,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.25,0.0,0.0,1.9689753406045,2.0590417100942,2.0590417100942,18.2628731341,0.11274467576789,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.26,0.0,0.0,1.9695451287907,2.0598306799527,2.0598306799527,18.2628731341,0.11278787652019,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.27,0.0,0.0,1.9689771372512,2.0591986403498,2.0591986403498,18.2628731341,0.1127532686248,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.28,0.0,0.0,1.9697228715362,2.0597160624615,2.0597160624615,18.2628731341,0.11278160053664,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.29,0.0,0.0,1.9692988576482,2.05962997862,2.05962997862,18.2628731341,0.11277688693869,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.3,0.0,0.0,1.9693800857326,2.0593121267314,2.0593121267314,18.2628731341,0.11275948267342,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.31,0.0,0.0,1.9697413682883,2.0599348356449,2.0599348356449,18.2628731341,0.11279357965854,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.32,0.0,0.0,1.9691362973644,2.0592737571696,2.0592737571696,18.2628731341,0.11275738171364,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.33,0.0,0.0,1.9697901184498,2.0597285065141,2.0597285065141,18.2628731341,0.11278228192191,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.34,0.0,0.0,1.9693795295092,2.0596616722281,2.0596616722281,18.2628731341,0.11277862235063,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.35,0.0,0.0,1.9693941387877,2.0593338643017,2.0593338643017,18.2628731341,0.11276067293358,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.36,0.0,0.0,1.9697573390992,2.0599358188796,2.0599358188796,18.2628731341,0.11279363349644,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.37,0.0,0.0,1.9691634711742,2.0593294417384,2.0593294417384,18.2628731341,0.11276043077216,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.38,0.0,0.0,1.9697640656312,2.0597402108342,2.0597402108342,18.2628731341,0.11278292280246,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.39,0.0,0.0,1.9694162555068,2.0597252197274,2.0597252197274,18.2628731341,0.11278210195095,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.4,0.0,0.0,1.9693860672289,2.0593842713988,2.0593842713988,18.2628731341,0.11276343301939,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.41,0.0,0.0,1.9758907111859,2.0636417318054,2.0636417318054,18.2628731341,0.11299655408284,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.42,0.0,0.0,1.973865281572,2.0591875346861,2.0591875346861,18.2628731341,0.11275266052422,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.43,0.0,0.0,1.972718307612,2.0573999723967,2.0573999723967,18.2628731341,0.11265478094765,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.44,0.0,0.0,1.9709463655651,2.0555738904782,2.0555738904782,18.2628731341,0.11255479219423,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.45,0.0,0.0,1.9701038513388,2.0541641803015,2.0541641803015,18.2628731341,0.11247760224901,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.46,0.0,0.0,1.9699146739212,2.0539529176886,2.0539529176886,18.2628731341,0.11246603437514,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.47,0.0,0.0,1.9690770962546,2.0529356603984,2.0529356603984,18.2628731341,0.11241033353975,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.48,0.0,0.0,1.9694097524692,2.0528889272888,2.0528889272888,18.2628731341,0.11240777462642,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.49,0.0,0.0,1.969074904652,2.052695904898,2.052695904898,18.2628731341,0.11239720551227,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.5,0.0,0.0,1.9689826297042,2.0521722341929,2.0521722341929,18.2628731341,0.11236853145309,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.51,0.0,0.0,1.9773079281459,1.2414488299188,1.9773079281459,18.2628731341,0.10826926922325,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.52,0.0,0.0,2.8088127534013,0.75096346964876,2.8088127534013,18.2628731341,0.15379906177833,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.53,0.0,0.0,4.1910090445491,0.45158692586051,4.1910090445491,18.2628731341,0.22948245951091,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.54,0.0,0.0,4.2993986079571,0.27203151610778,4.2993986079571,18.2628731341,0.23541742727925,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.55,0.0,0.0,4.7564983377739,0.16244514303119,4.7564983377739,18.2628731341,0.26044633299744,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.56,0.0,0.0,4.9700285661425,0.096155168734115,4.9700285661425,18.2628731341,0.2721383721854,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.57,0.0,0.0,4.9743520003082,0.056252523248721,4.9743520003082,18.2628731341,0.27237510570121,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.58,0.0,0.0,5.1516903256914,0.03185074534008,5.1516903256914,18.2628731341,0.28208542477757,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.59,0.0,0.0,5.1230890244609,0.017248042564521,5.1230890244609,18.2628731341,0.28051933487372,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.6,0.0,0.0,5.1739019752507,0.008626431637806,5.1739019752507,18.2628731341,0.28330164357273,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.61,0.0,0.0,5.1945038852439,0.0039409280809579,5.1945038852439,18.2628731341,0.28442971963403,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.62,0.0,0.0,5.1843723947702,0.0030826631039492,5.1843723947702,18.2628731341,0.28387496078534,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.63,0.0,0.0,5.2089538433382,0.003978783047717,5.2089538433382,18.2628731341,0.28522094005089,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.64,0.0,0.0,5.1998455861953,0.0048902645706815,5.1998455861953,18.2628731341,0.28472220926105,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.65,0.0,0.0,5.205397464894,0.0054954981730041,5.205397464894,18.2628731341,0.28502620735916,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.66,0.0,0.0,5.2093746135111,0.0058510227031259,5.2093746135111,18.2628731341,0.28524397969913,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.67,0.0,0.0,5.2032617185751,0.0061152101827455,5.2032617185751,18.2628731341,0.28490926265373,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.68,0.0,0.0,5.2021306639246,0.0062252312366012,5.2021306639246,18.2628731341,0.28484733074181,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.69,0.0,0.0,5.2193183922786,0.0063488019492191,5.2193183922786,18.2628731341,0.28578846022498,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.7,0.0,0.0,5.2110876448937,0.0063868333396604,5.2110876448937,18.2628731341,0.28533777826905,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.71,0.0,0.0,5.2171416022166,0.006428713266006,5.2171416022166,18.2628731341,0.28566926813259,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.72,0.0,0.0,5.2098497322025,0.0064359589390712,5.2098497322025,18.2628731341,0.28526999524926,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.73,0.0,0.0,5.2161506650334,0.0064623182911612,5.2161506650334,18.2628731341,0.28561500847826,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.74,0.0,0.0,5.2122532209185,0.0064596688102249,5.2122532209185,18.2628731341,0.2854016004298,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.75,0.0,0.0,5.2112852679279,0.0064630012763958,5.2112852679279,18.2628731341,0.28534859929556,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.76,0.0,0.0,5.2160231213304,0.0064795919797311,5.2160231213304,18.2628731341,0.2856080247084,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.77,0.0,0.0,5.2079037884475,0.0064579510062523,5.2079037884475,18.2628731341,0.28516344335347,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.78,0.0,0.0,5.2154402143189,0.0064828400826982,5.2154402143189,18.2628731341,0.28557610711212,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.79,0.0,0.0,5.210038466144,0.0064672779291016,5.210038466144,18.2628731341,0.28528032954552,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.8,0.0,0.0,5.210047431801,0.0064696364620624,5.210047431801,18.2628731341,0.28528082046811,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.81,0.0,0.0,5.214202003034,0.006481649526323,5.214202003034,18.2628731341,0.28550830774256,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.82,0.0,0.0,5.2059771356397,0.0064603192294891,5.2059771356397,18.2628731341,0.28505794775079,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.83,0.0,0.0,5.2137861671107,0.0064824260019713,5.2137861671107,18.2628731341,0.28548553827358,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.84,0.0,0.0,5.2077326905732,0.0064670769843198,5.2077326905732,18.2628731341,0.28515407473589,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.85,0.0,0.0,5.2081530035749,0.0064695788003863,5.2081530035749,18.2628731341,0.28517708935131,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.86,0.0,0.0,5.2117557269093,0.0064793466524148,5.2117557269093,18.2628731341,0.28537435969908,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.87,0.0,0.0,5.2036213108445,0.0064603282225698,5.2036213108445,18.2628731341,0.28492895245099,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.88,0.0,0.0,5.2112994177893,0.0064801021183289,5.2112994177893,18.2628731341,0.28534937408391,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.89,0.0,0.0,5.2049609831112,0.006465750526361,5.2049609831112,18.2628731341,0.28500230740762,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.9,0.0,0.0,5.2055268842219,0.0064681495467537,5.2055268842219,18.2628731341,0.28503329383055,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.91,0.0,0.0,5.2087536112896,0.0064770203491031,5.2087536112896,18.2628731341,0.28520997616547,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.92,0.0,0.0,5.2007520535756,0.0064589654952328,5.2007520535756,18.2628731341,0.28477184369555,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.93,0.0,0.0,5.208072099284,0.0064777492788785,5.208072099284,18.2628731341,0.28517265936429,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.94,0.0,0.0,5.2017075554793,0.0064637756324017,5.2017075554793,18.2628731341,0.28482416305936,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.95,0.0,0.0,5.2021601968332,0.0064660157321624,5.2021601968332,18.2628731341,0.28484894784271,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.96,0.0,0.0,5.2050824500092,0.0064745787491623,5.2050824500092,18.2628731341,0.28500895843658,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.97,0.0,0.0,5.1972225220953,0.0064567706501782,5.1972225220953,18.2628731341,0.28457858103341,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.98,0.0,0.0,5.2042025581584,0.0064751718599867,5.2042025581584,18.2628731341,0.28496077916904,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
0.99,0.0,0.0,5.1978650788371,0.0064612880979499,5.1978650788371,18.2628731341,0.28461376480417,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.0,0.0,0.0,5.1981717604798,0.0064633888839753,5.1981717604798,18.2628731341,0.28463055743261,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.01,0.0,0.0,5.209384362902,0.006485169690844,5.209384362902,18.2628731341,0.28524451353578,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.02,0.0,0.0,5.2093398833079,0.0064733901054878,5.2093398833079,18.2628731341,0.28524207801571,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.03,0.0,0.0,5.2237097880854,0.0065009466298919,5.2237097880854,18.2628731341,0.2860289150414,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.04,0.0,0.0,5.2226494211716,0.0064950292174899,5.2226494211716,18.2628731341,0.28597085369991,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.05,0.0,0.0,5.2263629163001,0.0064958232936228,5.2263629163001,18.2628731341,0.28617418945662,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.06,0.0,0.0,5.2297269178931,0.0065063705870266,5.2297269178931,18.2628731341,0.2863583883813,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.07,0.0,0.0,5.2234711875256,0.0064850033485872,5.2234711875256,18.2628731341,0.28601585025373,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.08,0.0,0.0,5.2304667795832,0.006505927173037,5.2304667795832,18.2628731341,0.28639890017179,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.09,0.0,0.0,5.224922801946,0.0064915874784116,5.224922801946,18.2628731341,0.2860953347034,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.1,0.0,0.0,5.2255251497955,0.0064927923724164,5.2255251497955,18.2628731341,0.28612831680019,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.11,0.0,0.0,5.2275206496928,0.006502925091403,5.2275206496928,18.2628731341,0.28623758218701,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.12,0.0,0.0,5.2208504675281,0.0064836243590364,5.2208504675281,18.2628731341,0.28587235037952,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.13,0.0,0.0,5.2257902563892,0.006501525442081,5.2257902563892,18.2628731341,0.28614283294953,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.14,0.0,0.0,5.2201233138751,0.0064874173092947,5.2201233138751,18.2628731341,0.285832534429,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.15,0.0,0.0,5.2195961583531,0.0064867259249896,5.2195961583531,18.2628731341,0.28580366955554,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.16,0.0,0.0,5.2207244993266,0.0064938976950001,5.2207244993266,18.2628731341,0.28586545287765,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.17,0.0,0.0,5.2137604416992,0.0064735238855241,5.2137604416992,18.2628731341,0.2854841296556,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.18,0.0,0.0,5.2176382548436,0.0064877297024437,5.2176382548436,18.2628731341,0.28569646279267,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.19,0.0,0.0,5.2131736013146,0.0064727382563522,5.2131736013146,18.2628731341,0.28545199668395,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.2,0.0,0.0,5.2138884579572,0.0064706042330138,5.2138884579572,18.2628731341,0.28549113930064,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.21,0.0,0.0,5.2163181565839,0.0064755922968888,5.2163181565839,18.2628731341,0.28562417962835,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.22,0.0,0.0,5.2111277484466,0.0064547761620183,5.2111277484466,18.2628731341,0.28533997417506,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.23,0.0,0.0,5.2165098180829,0.0064667266578073,5.2165098180829,18.2628731341,0.28563467422564,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.24,0.0,0.0,5.2125417833864,0.0064498742587343,5.2125417833864,18.2628731341,0.28541740092657,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.25,0.0,0.0,5.2131986306932,0.006445503987181,5.2131986306932,18.2628731341,0.28545336719003,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.26,0.0,0.0,5.2156460668336,0.006447871693183,5.2156460668336,18.2628731341,0.28558737875121,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.27,0.0,0.0,5.210563030198,0.0064255937841894,5.210563030198,18.2628731341,0.28530905252082,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.28,0.0,0.0,5.2157389329954,0.0064348503051379,5.2157389329954,18.2628731341,0.2855924637212,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.29,0.0,0.0,5.2117692432083,0.0064163090211508,5.2117692432083,18.2628731341,0.28537509979616,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.3,0.0,0.0,5.212298355148,0.0064100053435643,5.212298355148,18.2628731341,0.28540407179502,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.31,0.0,0.0,5.2145738575034,0.0064101417341988,5.2145738575034,18.2628731341,0.28552866896758,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.32,0.0,0.0,5.209485702214,0.0063866115435621,5.209485702214,18.2628731341,0.28525006246071,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.33,0.0,0.0,5.2144361265251,0.0063936327329661,5.2144361265251,18.2628731341,0.28552112738432,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.34,0.0,0.0,5.2104439304743,0.0063737311184324,5.2104439304743,18.2628731341,0.28530253110862,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.35,0.0,0.0,5.2108352875034,0.0063658472386751,5.2108352875034,18.2628731341,0.28532396021379,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.36,0.0,0.0,5.212971342868,0.0063641832971025,5.212971342868,18.2628731341,0.28544092184129,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.37,0.0,0.0,5.2079085188886,0.0063396419182067,5.2079085188886,18.2628731341,0.28516370237301,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.38,0.0,0.0,5.2126998926959,0.0063448478867352,5.2126998926959,18.2628731341,0.28542605834363,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.39,0.0,0.0,5.2087168566044,0.0063238943278417,5.2087168566044,18.2628731341,0.28520796362971,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.4,0.0,0.0,5.2090093852369,0.0063146723128772,5.2090093852369,18.2628731341,0.28522398129737,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.41,0.0,0.0,5.2110985252584,0.0063116314586235,5.2110985252584,18.2628731341,0.28533837403318,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.42,0.0,0.0,5.206064657273,0.0062862298398064,5.206064657273,18.2628731341,0.28506274007633,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.43,0.0,0.0,5.2107116247603,0.006289898058889,5.2107116247603,18.2628731341,0.28531718894937,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.44,0.0,0.0,5.2068395418113,0.0062681645372614,5.2068395418113,18.2628731341,0.28510516957429,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.45,0.0,0.0,5.2071105713828,0.0062578055983578,5.2071105713828,18.2628731341,0.28512001004159,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.46,0.0,0.0,5.2091761899546,0.0062536017951319,5.2091761899546,18.2628731341,0.28523311483932,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.47,0.0,0.0,5.2042666207696,0.006227532954586,5.2042666207696,18.2628731341,0.28496428697478,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.48,0.0,0.0,5.2088528069379,0.0062298982123196,5.2088528069379,18.2628731341,0.28521540771217,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.49,0.0,0.0,5.205071443791,0.0062075086917097,5.205071443791,18.2628731341,0.28500835578123,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.5,0.0,0.0,5.2053783217245,0.0061961008045576,5.2053783217245,18.2628731341,0.28502515915774,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.51,0.0,0.0,5.2073955575979,0.0061909327046161,5.2073955575979,18.2628731341,0.28513561471742,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.52,0.0,0.0,5.2024268385995,0.0061641120879815,5.2024268385995,18.2628731341,0.28486354805179,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.53,0.0,0.0,5.2067421275735,0.0061651239812419,5.2067421275735,18.2628731341,0.28509983557032,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.54,0.0,0.0,5.2027253619545,0.0061419092332415,5.2027253619545,18.2628731341,0.28487989396587,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.55,0.0,0.0,5.2025694747112,0.0061291141339961,5.2025694747112,18.2628731341,0.28487135822003,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.56,0.0,0.0,5.2041083052375,0.0061226747074233,5.2041083052375,18.2628731341,0.28495561826581,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1.57,0.0,0.0,5.1988206748697,0.006094804756054,5.1988206748697,18.2628731341,0.28466608932209,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
