source_project,term,element,id,name,defn,value,definition_scope,xml_path,evidence_class
type3_average,Vbase,param,,text,,Vbase,Eq_R_L_SCR,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Eq_R_L_SCR']/graphics/Gfx[@name='744611239']/paramlist/param[@name='text'],verified_from_model_file
type3_average,Sbase,param,,text,,Sbase,Eq_R_L_SCR,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Eq_R_L_SCR']/graphics/Gfx[@name='1853924084']/paramlist/param[@name='text'],verified_from_model_file
type3_average,freq,param,,text,,freq,Eq_R_L_SCR,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Eq_R_L_SCR']/graphics/Gfx[@name='319980532']/paramlist/param[@name='text'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0 [Hz],Cable_1,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Cable_1']/schematic[@name='UserCanvas']/Wire[@name='Type3_Ave_Nov_2018_:Cable_3']/User[@name='Type3_Ave_Nov_2018:Cable_3']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,Vbase,param,,Vbase,,1.0 [kV],TLine,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='TLine']/schematic[@name='RowCanvas']/User[@name='master:Line_Out_Disp']/paramlist/param[@name='Vbase'],verified_from_model_file
type3_average,Vbase,parameter,,Vbase,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/form/category[@name='Equvelent at Side A']/parameter[@name='Vbase'],verified_from_model_file
type3_average,Sbase,parameter,,Sbase,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/form/category[@name='Equvelent at Side A']/parameter[@name='Sbase'],verified_from_model_file
type3_average,freq,parameter,,Freq,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/form/category[@name='Equvelent at Side A']/parameter[@name='Freq'],verified_from_model_file
type3_average,Sbase,segment,820525573,Fortran,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/script/segment[@name='Fortran'],verified_from_model_file
type3_average,freq,segment,820525573,Fortran,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/script/segment[@name='Fortran'],verified_from_model_file
type3_average,Vbase,segment,820525573,Fortran,,,LLTX_SCALER_Xpu,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='LLTX_SCALER_Xpu']/script/segment[@name='Fortran'],verified_from_model_file
type3_average,freq,parameter,,freq,,,Rotor_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Rotor_side_Controls']/form/category[@name='Configuration']/parameter[@name='freq'],verified_from_model_file
type3_average,DBLK,text,,,,,Rotor_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Rotor_side_Controls']/svg/text,verified_from_model_file
type3_average,Dblk,text,,,,,Rotor_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Rotor_side_Controls']/svg/text,verified_from_model_file
type3_average,freq,param,,Fbas,,freq,Rotor_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Rotor_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:tvekta']/paramlist/param[@name='Fbas'],verified_from_model_file
type3_average,freq,param,,Name,,freq,Rotor_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Rotor_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,DBLK,param,,Name,,DBlk,ConvBridge_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='ConvBridge_Avg']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Dblk,param,,Name,,DBlk,ConvBridge_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='ConvBridge_Avg']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0,ConvBridge_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='ConvBridge_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,DBLK,param,,G,,DBlk,ConvBridge_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='ConvBridge_Avg']/schematic[@name='UserCanvas']/User[@name='426717820']/paramlist/param[@name='G'],verified_from_model_file
type3_average,Dblk,param,,G,,DBlk,ConvBridge_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='ConvBridge_Avg']/schematic[@name='UserCanvas']/User[@name='426717820']/paramlist/param[@name='G'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0 [Hz],Crowbar_prot,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Crowbar_prot']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,parameter,,freq,,,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/form/category[@name='Configuration']/parameter[@name='freq'],verified_from_model_file
type3_average,freq,value,,,,,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/form/category[@name='Configuration']/parameter[@name='freq']/value,verified_from_model_file
type3_average,freq,param,,Name,,freq,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Fbas,,freq,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:tvekta']/paramlist/param[@name='Fbas'],verified_from_model_file
type3_average,freq,param,,G,,freq,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:gain']/paramlist/param[@name='G'],verified_from_model_file
type3_average,freq,param,,Name,,freq,Grid_side_Controls,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Grid_side_Controls']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,parameter,,freq,,,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/form/category[@name='General']/parameter[@name='freq'],verified_from_model_file
type3_average,Sbase,value,,,,,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/form/category[@name='Grid-side converter']/parameter[@name='Sbase_Gsc']/value,verified_from_model_file
type3_average,Sbase,value,,,,,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/form/category[@name='Rotor-side converter']/parameter[@name='Sbase_Rtr']/value,verified_from_model_file
type3_average,freq,param,,freq,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Grid_side_Controls']/paramlist/param[@name='freq'],verified_from_model_file
type3_average,Sbase,param,,Sbase,,Mmva,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Grid_side_Controls']/paramlist/param[@name='Sbase'],verified_from_model_file
type3_average,DBLK,param,,Dblk,,Dblk,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Grid_side_Controls']/paramlist/param[@name='Dblk'],verified_from_model_file
type3_average,Dblk,param,,Dblk,,Dblk,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Grid_side_Controls']/paramlist/param[@name='Dblk'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,param,,Name,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,param,,Name,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Name,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Sbase,param,,Sbase,,0.3 [MVA],DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Rotor_side_Controls']/paramlist/param[@name='Sbase'],verified_from_model_file
type3_average,freq,param,,freq,,freq,DFIG_Converters_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='DFIG_Converters_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Rotor_side_Controls']/paramlist/param[@name='freq'],verified_from_model_file
type3_average,DBLK,parameter,,Dblk,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='Dblk'],verified_from_model_file
type3_average,Dblk,parameter,,Dblk,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='Dblk'],verified_from_model_file
type3_average,DBLK,value,,,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='Dblk']/value,verified_from_model_file
type3_average,Dblk,value,,,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='Dblk']/value,verified_from_model_file
type3_average,freq,parameter,,freq,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='freq'],verified_from_model_file
type3_average,freq,value,,,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='freq']/value,verified_from_model_file
type3_average,Vwind,parameter,,Vwind,,,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/form/category[@name='Configuration']/parameter[@name='Vwind'],verified_from_model_file
type3_average,freq,param,,f,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='1511227712']/paramlist/param[@name='f'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,param,,freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:DFIG_Converters_Avg']/paramlist/param[@name='freq'],verified_from_model_file
type3_average,Sbase,param,,Sbase,,1.494 [MVA],Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:DFIG_Converters_Avg']/paramlist/param[@name='Sbase'],verified_from_model_file
type3_average,Vbase,param,,Vbase,,V_nom_gen,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:wound_rotor']/paramlist/param[@name='Vbase'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,freq,param,,freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Synchronization']/paramlist/param[@name='freq'],verified_from_model_file
type3_average,freq,param,,Name,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Vwind,param,,Name,,Vwind,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0 [Hz],Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,Vbase,param,,Vbase,,VLL_Gr,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:LLTX_SCALER_Xpu']/paramlist/param[@name='Vbase'],verified_from_model_file
type3_average,Sbase,param,,Sbase,,Mrating,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:LLTX_SCALER_Xpu']/paramlist/param[@name='Sbase'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:LLTX_SCALER_Xpu']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,Vwind,param,,Name,,Vwind,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,DBLK,param,,Name,,Dblk,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Dblk,param,,Name,,Dblk,Type3_WTG_Avg,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Type3_WTG_Avg']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,parameter,,freq,,,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/form/category[@name='Configuration']/parameter[@name='freq'],verified_from_model_file
type3_average,freq,param,,Name,,freq,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,DBLK,param,,Name,,DBlk,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Dblk,param,,Name,,DBlk,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,DBLK,param,,Name,,DBlk,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Dblk,param,,Name,,DBlk,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Name,,freq,PWM,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='PWM']/schematic[@name='UserCanvas']/User[@name='master:import']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Rated_MW,param,,Pbase,,Rated_MW,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='Pbase'],verified_from_model_file
type3_average,freq,param,,freq,,freq,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='freq'],verified_from_model_file
type3_average,Machine_MVA,param,,Mrating,,Machine_MVA,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='Mrating'],verified_from_model_file
type3_average,Vbase,param,,VLL_Gr,,Vbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='VLL_Gr'],verified_from_model_file
type3_average,UN,param,,No_WTG,,UN,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='No_WTG'],verified_from_model_file
type3_average,Vwind,param,,Vwind,,Vwind,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='Vwind'],verified_from_model_file
type3_average,DBLK,param,,Dblk,,Dblk,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='Dblk'],verified_from_model_file
type3_average,Dblk,param,,Dblk,,Dblk,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='Type3_Ave_Nov_2018:Type3_WTG_Avg']/paramlist/param[@name='Dblk'],verified_from_model_file
type3_average,freq,param,,Freq,,60.0 [Hz],Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/Wire[@name='Type3_Ave_Nov_2018:TLine']/User[@name='Type3_Ave_Nov_2018:TLine']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,Vbase,param,,Name,,Vbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Name,,freq,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Sbase,param,,Name,,Sbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Vbase,param,,V2,,Vbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='1691901178']/paramlist/param[@name='V2'],verified_from_model_file
type3_average,DBLK,param,,Name,,Dblk,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='568107340']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Dblk,param,,Name,,Dblk,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='568107340']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Vwind,param,,Name,,Vwind,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Machine_MVA,param,,Name,,Machine_MVA,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,Rated_MW,param,,Name,,Rated_MW,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,UN,param,,Name,,UN,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Name,,freq,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='datalabel']/paramlist/param[@name='Name'],verified_from_model_file
type3_average,freq,param,,Freq,,freq,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:multimeter']/paramlist/param[@name='Freq'],verified_from_model_file
type3_average,Sbase,param,,MVA,,Sbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:source3']/paramlist/param[@name='MVA'],verified_from_model_file
type3_average,Vbase,param,,Vm,,Vbase,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:source3']/paramlist/param[@name='Vm'],verified_from_model_file
type3_average,freq,param,,F,,freq,Main,/project[@name='Type3_Ave_Nov_2018']/definitions/Definition[@name='Main']/schematic[@name='UserCanvas']/User[@name='master:source3']/paramlist/param[@name='F'],verified_from_model_file
